date,county,at_least_one_dose,fully_vaccinated,new_doses_administered
2021-02-16,Plumas,2099,750,84
2021-02-16,Riverside,294373,76520,16470
2021-02-16,Sacramento,180828,65025,9469
2021-02-16,San Benito,5837,2147,263
2021-02-16,San Bernardino,213775,78304,12742
2021-02-16,San Diego,564769,174446,19339
2021-02-16,San Francisco,136550,41834,5310
2021-02-16,San Joaquin,66936,25042,3486
2021-02-16,San Luis Obispo,37683,14472,3039
2021-02-16,San Mateo,121503,46918,7240
2021-02-16,Santa Barbara,51913,22066,2190
2021-02-16,Santa Clara,257048,96639,14107
2021-02-16,Santa Cruz,47686,12754,1667
2021-02-16,Shasta,23341,7838,1201
2021-02-16,Sierra,684,264,44
2021-02-16,Siskiyou,6787,2638,144
2021-02-16,Solano,59383,24540,2612
2021-02-16,Sonoma,91489,24158,5099
2021-02-16,Stanislaus,51787,21684,1418
2021-02-16,Sutter,11453,3566,294
2021-02-16,Tehama,6740,1868,266
2021-02-16,Trinity,1472,234,9
2021-02-16,Tulare,37020,15846,2877
2021-02-16,Tuolumne,8277,2495,547
2021-02-16,Ventura,107756,38859,5877
2021-02-16,Yolo,31970,10582,1149
2021-02-16,Yuba,6004,1652,206
2021-02-15,Alameda,204059,72860,5706
2021-02-15,Alpine,260,144,0
2021-02-15,Amador,5678,1564,190
2021-02-15,Butte,33035,11875,265
2021-02-15,Calaveras,6544,1445,410
2021-02-15,Colusa,2172,435,47
2021-02-15,Contra Costa,179953,59206,4592
2021-02-15,Del Norte,2417,801,4
2021-02-15,El Dorado,27966,10128,1210
2021-02-15,Fresno,91699,41624,2928
2021-02-15,Glenn,3215,928,9
2021-02-15,Humboldt,21602,6653,306
2021-02-15,Imperial,16381,5097,180
2021-02-15,Inyo,2819,1245,29
2021-02-15,Kern,71680,25236,2779
2021-02-15,Kings,9470,3409,257
2021-02-15,Lake,8802,2059,165
2021-02-15,Lassen,1966,820,20
2021-02-15,Los Angeles,1247450,458139,34441
2021-02-15,Madera,12445,5067,249
2021-02-15,Marin,46043,17838,1247
2021-02-15,Mariposa,2042,461,11
2021-02-15,Mendocino,15837,7923,337
2021-02-15,Merced,19422,6230,296
2021-02-15,Modoc,1475,540,0
2021-02-15,Mono,3962,2024,141
2021-02-15,Monterey,40805,14028,1438
2021-02-15,Napa,25686,11862,881
2021-02-15,Nevada,15656,3632,739
2021-02-15,Orange,451086,151269,17853
2021-02-15,Placer,64441,22512,2257
2021-02-15,Plumas,2079,686,30
2021-02-15,Riverside,284968,69463,10082
2021-02-15,Sacramento,175437,60961,6107
2021-02-15,San Benito,5706,2014,118
2021-02-15,San Bernardino,205870,73485,5554
2021-02-15,San Diego,554982,164234,15243
2021-02-15,San Francisco,133452,39624,2841
2021-02-15,San Joaquin,65066,23477,2123
2021-02-15,San Luis Obispo,36303,12814,746
2021-02-15,San Mateo,116196,44991,3176
2021-02-15,Santa Barbara,51182,20614,1002
2021-02-15,Santa Clara,250016,89587,6416
2021-02-15,Santa Cruz,47176,11614,1497
2021-02-15,Shasta,22925,7054,394
2021-02-15,Sierra,674,230,3
2021-02-15,Siskiyou,6683,2598,106
2021-02-15,Solano,57708,23606,1320
2021-02-15,Sonoma,87708,22848,2181
2021-02-15,Stanislaus,51211,20867,1874
2021-02-15,Sutter,11244,3481,210
2021-02-15,Tehama,6666,1676,67
2021-02-15,Trinity,1469,228,44
2021-02-15,Tulare,35927,14064,930
2021-02-15,Tuolumne,8148,2086,204
2021-02-15,Ventura,104493,36256,4043
2021-02-15,Yolo,31164,10238,554
2021-02-15,Yuba,5860,1590,90
2021-02-14,Alameda,200383,70830,4053
2021-02-14,Alpine,260,144,0
2021-02-14,Amador,5508,1545,134
2021-02-14,Butte,32839,11806,164
2021-02-14,Calaveras,6267,1315,230
2021-02-14,Colusa,2133,428,21
2021-02-14,Contra Costa,177576,56997,2166
2021-02-14,Del Norte,2415,799,4
2021-02-14,El Dorado,27133,9751,506
2021-02-14,Fresno,89892,40518,1605
2021-02-14,Glenn,3208,926,1
2021-02-14,Humboldt,21401,6548,116
2021-02-14,Imperial,16249,5050,62
2021-02-14,Inyo,2814,1221,1
2021-02-14,Kern,70461,23688,353
2021-02-14,Kings,9329,3295,105
2021-02-14,Lake,8795,1902,18
2021-02-14,Lassen,1948,818,12
2021-02-14,Los Angeles,1229006,442218,22143
2021-02-14,Madera,12285,4978,397
2021-02-14,Marin,45192,17440,842
2021-02-14,Mariposa,2033,460,14
2021-02-14,Mendocino,15656,7767,709
2021-02-14,Merced,19242,6121,126
2021-02-14,Modoc,1475,540,0
2021-02-14,Mono,3958,1888,0
2021-02-14,Monterey,39807,13589,647
2021-02-14,Napa,25450,11219,350
2021-02-14,Nevada,15095,3455,251
2021-02-14,Orange,441831,142710,16884
2021-02-14,Placer,62917,21776,1118
2021-02-14,Plumas,2052,682,11
2021-02-14,Riverside,279388,64976,5080
2021-02-14,Sacramento,171224,59073,3515
2021-02-14,San Benito,5602,2000,41
2021-02-14,San Bernardino,202790,71027,1625
2021-02-14,San Diego,547056,156569,11016
2021-02-14,San Francisco,131761,38477,3532
2021-02-14,San Joaquin,63848,22636,1970
2021-02-14,San Luis Obispo,35819,12553,337
2021-02-14,San Mateo,114410,43606,4751
2021-02-14,Santa Barbara,50681,20114,343
2021-02-14,Santa Clara,247243,85950,4692
2021-02-14,Santa Cruz,46660,10631,1448
2021-02-14,Shasta,22709,6876,149
2021-02-14,Sierra,674,227,0
2021-02-14,Siskiyou,6582,2593,6
2021-02-14,Solano,57040,22953,736
2021-02-14,Sonoma,86100,22278,2369
2021-02-14,Stanislaus,50638,19665,445
2021-02-14,Sutter,11114,3401,102
2021-02-14,Tehama,6608,1667,40
2021-02-14,Trinity,1425,228,2
2021-02-14,Tulare,35264,13799,340
2021-02-14,Tuolumne,7956,2075,156
2021-02-14,Ventura,102381,34329,1233
2021-02-14,Yolo,30887,9961,570
2021-02-14,Yuba,5789,1571,55
2021-02-13,Alameda,197526,69639,7856
2021-02-13,Alpine,260,144,0
2021-02-13,Amador,5395,1523,182
2021-02-13,Butte,32682,11798,266
2021-02-13,Calaveras,6058,1296,223
2021-02-13,Colusa,2118,423,60
2021-02-13,Contra Costa,176315,56092,5044
2021-02-13,Del Norte,2412,798,5
2021-02-13,El Dorado,26731,9646,1257
2021-02-13,Fresno,89038,39768,3757
2021-02-13,Glenn,3207,926,36
2021-02-13,Humboldt,21286,6547,1554
2021-02-13,Imperial,16190,5046,134
2021-02-13,Inyo,2813,1221,56
2021-02-13,Kern,70197,23604,2021
2021-02-13,Kings,9232,3287,250
2021-02-13,Lake,8786,1893,251
2021-02-13,Lassen,1937,817,7
2021-02-13,Los Angeles,1220181,428958,34223
2021-02-13,Madera,12181,4685,483
2021-02-13,Marin,44445,17345,2327
2021-02-13,Mariposa,2027,452,15
2021-02-13,Mendocino,15516,7198,639
2021-02-13,Merced,19140,6097,380
2021-02-13,Modoc,1475,540,2
2021-02-13,Mono,3958,1888,523
2021-02-13,Monterey,39230,13517,1130
2021-02-13,Napa,25266,11054,524
2021-02-13,Nevada,14882,3418,715
2021-02-13,Orange,431967,135724,22385
2021-02-13,Placer,62170,21408,2609
2021-02-13,Plumas,2042,681,79
2021-02-13,Riverside,277110,62175,6554
2021-02-13,Sacramento,169032,57754,8225
2021-02-13,San Benito,5573,1988,66
2021-02-13,San Bernardino,201885,70314,6098
2021-02-13,San Diego,540872,151509,19870
2021-02-13,San Francisco,129412,37293,4530
2021-02-13,San Joaquin,63114,21451,2306
2021-02-13,San Luis Obispo,35529,12508,427
2021-02-13,San Mateo,112421,40851,6278
2021-02-13,Santa Barbara,50393,20059,1262
2021-02-13,Santa Clara,245742,82756,6229
2021-02-13,Santa Cruz,45468,10375,1697
2021-02-13,Shasta,22588,6849,1359
2021-02-13,Sierra,674,227,0
2021-02-13,Siskiyou,6576,2593,37
2021-02-13,Solano,56636,22623,2932
2021-02-13,Sonoma,84507,21506,2028
2021-02-13,Stanislaus,50276,19586,1398
2021-02-13,Sutter,11024,3389,907
2021-02-13,Tehama,6570,1665,411
2021-02-13,Trinity,1423,228,12
2021-02-13,Tulare,34964,13759,2469
2021-02-13,Tuolumne,7804,2071,153
2021-02-13,Ventura,101363,34114,3848
2021-02-13,Yolo,30453,9834,2060
2021-02-13,Yuba,5740,1565,434
2021-02-12,Alameda,191686,67636,12606
2021-02-12,Alpine,260,144,2
2021-02-12,Amador,5247,1492,344
2021-02-12,Butte,32522,11694,1011
2021-02-12,Calaveras,5859,1276,586
2021-02-12,Colusa,2068,413,131
2021-02-12,Contra Costa,172820,54550,10371
2021-02-12,Del Norte,2409,796,124
2021-02-12,El Dorado,26071,9053,1611
2021-02-12,Fresno,86985,38087,5479
2021-02-12,Glenn,3194,904,407
2021-02-12,Humboldt,20364,5916,1225
2021-02-12,Imperial,16082,5015,2247
2021-02-12,Inyo,2808,1170,297
2021-02-12,Kern,69058,22725,5059
2021-02-12,Kings,9012,3258,745
2021-02-12,Lake,8546,1883,365
2021-02-12,Lassen,1932,815,24
2021-02-12,Los Angeles,1204975,410055,61388
2021-02-12,Madera,12057,4329,854
2021-02-12,Marin,43320,16147,3101
2021-02-12,Mariposa,2016,449,195
2021-02-12,Mendocino,15284,6786,1475
2021-02-12,Merced,18875,5992,1793
2021-02-12,Modoc,1474,539,12
2021-02-12,Mono,3933,1390,93
2021-02-12,Monterey,38203,13415,2742
2021-02-12,Napa,24937,10860,2187
2021-02-12,Nevada,14467,3124,1344
2021-02-12,Orange,420738,124634,25491
2021-02-12,Placer,60246,20726,2909
2021-02-12,Plumas,2023,621,127
2021-02-12,Riverside,273944,58798,18051
2021-02-12,Sacramento,162898,55676,10893
2021-02-12,San Benito,5521,1974,441
2021-02-12,San Bernardino,198088,68037,10638
2021-02-12,San Diego,530057,142285,23711
2021-02-12,San Francisco,126261,35911,5549
2021-02-12,San Joaquin,62122,20171,3156
2021-02-12,San Luis Obispo,35231,12381,832
2021-02-12,San Mateo,109754,37254,6718
2021-02-12,Santa Barbara,49828,19362,3319
2021-02-12,Santa Clara,243484,78789,14832
2021-02-12,Santa Cruz,44172,9975,3091
2021-02-12,Shasta,22025,6052,2241
2021-02-12,Sierra,674,227,20
2021-02-12,Siskiyou,6544,2588,1676
2021-02-12,Solano,54136,22196,4367
2021-02-12,Sonoma,83308,20680,6029
2021-02-12,Stanislaus,49271,19207,3400
2021-02-12,Sutter,10237,3271,648
2021-02-12,Tehama,6409,1415,429
2021-02-12,Trinity,1418,221,26
2021-02-12,Tulare,34345,11914,2801
2021-02-12,Tuolumne,7687,2040,680
2021-02-12,Ventura,99003,32633,6707
2021-02-12,Yolo,29099,9129,1949
2021-02-12,Yuba,5359,1513,271
2021-02-11,Alameda,183935,62806,14078
2021-02-11,Alpine,259,143,6
2021-02-11,Amador,4985,1415,325
2021-02-11,Butte,32217,10993,2246
2021-02-11,Calaveras,5358,1196,608
2021-02-11,Colusa,1984,365,120
2021-02-11,Contra Costa,167255,49759,9709
2021-02-11,Del Norte,2339,742,175
2021-02-11,El Dorado,25388,8123,2186
2021-02-11,Fresno,84299,35315,6520
2021-02-11,Glenn,2846,845,269
2021-02-11,Humboldt,19621,5434,1355
2021-02-11,Imperial,14201,4644,1109
2021-02-11,Inyo,2639,1042,228
2021-02-11,Kern,66578,20163,4320
2021-02-11,Kings,8656,2872,554
2021-02-11,Lake,8264,1801,180
2021-02-11,Lassen,1922,801,156
2021-02-11,Los Angeles,1178482,375458,59847
2021-02-11,Madera,11740,3804,935
2021-02-11,Marin,41746,14625,2905
2021-02-11,Mariposa,1878,397,399
2021-02-11,Mendocino,14612,5983,1375
2021-02-11,Merced,18112,5001,2584
2021-02-11,Modoc,1469,532,201
2021-02-11,Mono,3906,1324,9
2021-02-11,Monterey,36613,12264,2598
2021-02-11,Napa,24248,9367,1501
2021-02-11,Nevada,13455,2794,953
2021-02-11,Orange,405928,114020,22811
2021-02-11,Placer,58565,19539,3728
2021-02-11,Plumas,1900,617,342
2021-02-11,Riverside,261181,53552,17037
2021-02-11,Sacramento,156414,51331,9780
2021-02-11,San Benito,5296,1759,330
2021-02-11,San Bernardino,192362,63152,12639
2021-02-11,San Diego,518085,130262,24142
2021-02-11,San Francisco,122658,33972,6990
2021-02-11,San Joaquin,60400,18788,3265
2021-02-11,San Luis Obispo,34802,11979,1357
2021-02-11,San Mateo,105016,35281,7195
2021-02-11,Santa Barbara,49045,16834,4309
2021-02-11,Santa Clara,236425,71052,14028
2021-02-11,Santa Cruz,42453,8611,1766
2021-02-11,Shasta,20351,5488,894
2021-02-11,Sierra,654,227,187
2021-02-11,Siskiyou,6048,1408,216
2021-02-11,Solano,51165,20811,2644
2021-02-11,Sonoma,78777,19186,5709
2021-02-11,Stanislaus,47808,17356,5518
2021-02-11,Sutter,9923,2939,605
2021-02-11,Tehama,6202,1194,249
2021-02-11,Trinity,1398,214,334
2021-02-11,Tulare,33196,10274,1365
2021-02-11,Tuolumne,7471,1589,156
2021-02-11,Ventura,95464,29477,4870
2021-02-11,Yolo,27647,8634,1597
2021-02-11,Yuba,5206,1395,411
2021-02-10,Alameda,175817,56871,11646
2021-02-10,Alpine,256,140,34
2021-02-10,Amador,4836,1252,983
2021-02-10,Butte,31203,9762,1722
2021-02-10,Calaveras,4875,1081,525
2021-02-10,Colusa,1897,332,170
2021-02-10,Contra Costa,161915,45394,8898
2021-02-10,Del Norte,2277,629,144
2021-02-10,El Dorado,24637,6691,1297
2021-02-10,Fresno,80984,32126,3932
2021-02-10,Glenn,2661,761,146
2021-02-10,Humboldt,19124,4578,580
2021-02-10,Imperial,14002,3740,508
2021-02-10,Inyo,2507,946,148
2021-02-10,Kern,64360,18074,3846
2021-02-10,Kings,8294,2682,400
2021-02-10,Lake,8205,1679,353
2021-02-10,Lassen,1862,705,153
2021-02-10,Los Angeles,1149951,344505,68684
2021-02-10,Madera,11344,3271,446
2021-02-10,Marin,40272,13198,2361
2021-02-10,Mariposa,1505,370,31
2021-02-10,Mendocino,14301,4921,1505
2021-02-10,Merced,16294,4274,1911
2021-02-10,Modoc,1385,415,8
2021-02-10,Mono,3902,1319,525
2021-02-10,Monterey,35021,11258,2199
2021-02-10,Napa,23846,8283,1749
2021-02-10,Nevada,12847,2447,697
2021-02-10,Orange,393524,103731,21515
2021-02-10,Placer,57008,17386,3794
2021-02-10,Plumas,1617,558,127
2021-02-10,Riverside,248968,48736,12609
2021-02-10,Sacramento,150848,47139,7868
2021-02-10,San Benito,5084,1641,344
2021-02-10,San Bernardino,184371,58519,12245
2021-02-10,San Diego,505177,118947,23328
2021-02-10,San Francisco,117574,32068,7178
2021-02-10,San Joaquin,58618,17425,2909
2021-02-10,San Luis Obispo,34140,11285,1474
2021-02-10,San Mateo,101158,31953,6619
2021-02-10,Santa Barbara,48352,13236,2802
2021-02-10,Santa Clara,228547,64933,12931
2021-02-10,Santa Cruz,41195,8106,2087
2021-02-10,Shasta,20038,4911,1132
2021-02-10,Sierra,526,168,3
2021-02-10,Siskiyou,5861,1378,389
2021-02-10,Solano,49957,19387,2364
2021-02-10,Sonoma,74380,17879,4672
2021-02-10,Stanislaus,46585,13218,2007
2021-02-10,Sutter,9604,2653,821
2021-02-10,Tehama,6109,1040,263
2021-02-10,Trinity,1071,207,119
2021-02-10,Tulare,32312,9796,2512
2021-02-10,Tuolumne,7385,1522,108
2021-02-10,Ventura,92834,27241,4964
2021-02-10,Yolo,26461,8224,1497
2021-02-10,Yuba,4903,1289,366
2021-02-09,Alameda,169332,51723,9787
2021-02-09,Alpine,256,106,0
2021-02-09,Amador,4144,1215,180
2021-02-09,Butte,30538,8705,976
2021-02-09,Calaveras,4429,1013,203
2021-02-09,Colusa,1771,288,244
2021-02-09,Contra Costa,156499,41927,8913
2021-02-09,Del Norte,2192,572,10
2021-02-09,El Dorado,23956,6078,1007
2021-02-09,Fresno,79037,30193,5356
2021-02-09,Glenn,2585,691,53
2021-02-09,Humboldt,18911,4215,524
2021-02-09,Imperial,13862,3368,531
2021-02-09,Inyo,2396,909,206
2021-02-09,Kern,62490,16115,3067
2021-02-09,Kings,8028,2548,265
2021-02-09,Lake,7937,1594,346
2021-02-09,Lassen,1818,596,117
2021-02-09,Los Angeles,1119303,306775,57436
2021-02-09,Madera,11056,3113,497
2021-02-09,Marin,39025,12085,1799
2021-02-09,Mariposa,1483,359,47
2021-02-09,Mendocino,13556,4171,146
2021-02-09,Merced,15003,3695,1230
2021-02-09,Modoc,1380,412,197
2021-02-09,Mono,3709,987,229
2021-02-09,Monterey,33713,10367,957
2021-02-09,Napa,23391,6991,1099
2021-02-09,Nevada,12382,2213,646
2021-02-09,Orange,380564,95262,18313
2021-02-09,Placer,55287,15321,3578
2021-02-09,Plumas,1499,547,175
2021-02-09,Riverside,239862,45257,10098
2021-02-09,Sacramento,146295,43849,6880
2021-02-09,San Benito,4975,1408,359
2021-02-09,San Bernardino,176346,54314,10289
2021-02-09,San Diego,491067,109538,20821
2021-02-09,San Francisco,112332,30143,6154
2021-02-09,San Joaquin,57125,16087,2378
2021-02-09,San Luis Obispo,33589,10371,1171
2021-02-09,San Mateo,97832,28674,6194
2021-02-09,Santa Barbara,47602,11195,2456
2021-02-09,Santa Clara,221855,58726,11363
2021-02-09,Santa Cruz,39768,7457,2324
2021-02-09,Shasta,19495,4322,1131
2021-02-09,Sierra,524,167,54
2021-02-09,Siskiyou,5543,1308,214
2021-02-09,Solano,49107,17879,1995
2021-02-09,Sonoma,70764,16834,3681
2021-02-09,Stanislaus,45562,12274,1888
2021-02-09,Sutter,9421,2018,253
2021-02-09,Tehama,5940,946,99
2021-02-09,Trinity,972,187,29
2021-02-09,Tulare,30218,9379,1461
2021-02-09,Tuolumne,7346,1455,864
2021-02-09,Ventura,90259,24865,4857
2021-02-09,Yolo,25601,7583,868
2021-02-09,Yuba,4777,1051,168
2021-02-08,Alameda,163262,48021,8221
2021-02-08,Alpine,256,106,32
2021-02-08,Amador,4056,1127,95
2021-02-08,Butte,29799,8468,704
2021-02-08,Calaveras,4292,948,45
2021-02-08,Colusa,1581,233,60
2021-02-08,Contra Costa,150595,38929,6073
2021-02-08,Del Norte,2189,564,34
2021-02-08,El Dorado,23392,5635,910
2021-02-08,Fresno,75940,28013,4321
2021-02-08,Glenn,2547,676,21
2021-02-08,Humboldt,18730,3874,353
2021-02-08,Imperial,13506,3192,302
2021-02-08,Inyo,2263,836,115
2021-02-08,Kern,61033,14514,2580
2021-02-08,Kings,7914,2399,180
2021-02-08,Lake,7641,1545,278
2021-02-08,Lassen,1774,523,36
2021-02-08,Los Angeles,1090678,278077,49257
2021-02-08,Madera,10849,2830,396
2021-02-08,Marin,38162,11149,1577
2021-02-08,Mariposa,1446,350,43
2021-02-08,Mendocino,13466,4115,749
2021-02-08,Merced,14235,3253,311
2021-02-08,Modoc,1316,279,11
2021-02-08,Mono,3694,773,160
2021-02-08,Monterey,33079,10045,552
2021-02-08,Napa,22942,6341,853
2021-02-08,Nevada,11878,2071,704
2021-02-08,Orange,369620,87927,15597
2021-02-08,Placer,53660,13373,3309
2021-02-08,Plumas,1386,486,16
2021-02-08,Riverside,231980,43047,12746
2021-02-08,Sacramento,142235,41038,6371
2021-02-08,San Benito,4760,1264,172
2021-02-08,San Bernardino,169468,50909,7467
2021-02-08,San Diego,477717,102014,20329
2021-02-08,San Francisco,107772,28547,7021
2021-02-08,San Joaquin,55428,15445,2035
2021-02-08,San Luis Obispo,33013,9791,896
2021-02-08,San Mateo,94481,25838,5362
2021-02-08,Santa Barbara,46481,9870,974
2021-02-08,Santa Clara,214068,55161,10340
2021-02-08,Santa Cruz,37705,7195,660
2021-02-08,Shasta,18792,3893,603
2021-02-08,Sierra,474,163,0
2021-02-08,Siskiyou,5361,1276,237
2021-02-08,Solano,48402,16592,1813
2021-02-08,Sonoma,67592,16328,3333
2021-02-08,Stanislaus,44518,11492,2114
2021-02-08,Sutter,9231,1956,138
2021-02-08,Tehama,5889,898,48
2021-02-08,Trinity,961,169,32
2021-02-08,Tulare,29849,8290,979
2021-02-08,Tuolumne,6535,1406,98
2021-02-08,Ventura,87676,22587,3709
2021-02-08,Yolo,25032,7284,948
2021-02-08,Yuba,4686,974,105
2021-02-07,Alameda,157657,45417,3607
2021-02-07,Alpine,252,78,1
2021-02-07,Amador,3980,1108,37
2021-02-07,Butte,29558,8007,46
2021-02-07,Calaveras,4258,939,8
2021-02-07,Colusa,1525,229,3
2021-02-07,Contra Costa,146130,37321,1046
2021-02-07,Del Norte,2159,560,1
2021-02-07,El Dorado,22774,5344,274
2021-02-07,Fresno,74137,25514,498
2021-02-07,Glenn,2541,661,3
2021-02-07,Humboldt,18539,3713,381
2021-02-07,Imperial,13273,3125,56
2021-02-07,Inyo,2168,816,4
2021-02-07,Kern,59771,13214,286
2021-02-07,Kings,7847,2285,6
2021-02-07,Lake,7481,1427,3
2021-02-07,Lassen,1763,498,1
2021-02-07,Los Angeles,1058689,260997,11657
2021-02-07,Madera,10574,2710,36
2021-02-07,Marin,37404,10332,1310
2021-02-07,Mariposa,1423,331,2
2021-02-07,Mendocino,13181,3653,33
2021-02-07,Merced,14049,3138,22
2021-02-07,Modoc,1305,279,0
2021-02-07,Mono,3680,628,3
2021-02-07,Monterey,32643,9929,329
2021-02-07,Napa,22659,5771,172
2021-02-07,Nevada,11295,1953,326
2021-02-07,Orange,360315,81661,11746
2021-02-07,Placer,51704,12047,1189
2021-02-07,Plumas,1381,473,4
2021-02-07,Riverside,221743,40551,2254
2021-02-07,Sacramento,138266,38643,4267
2021-02-07,San Benito,4654,1198,26
2021-02-07,San Bernardino,163762,49154,873
2021-02-07,San Diego,464969,94388,12146
2021-02-07,San Francisco,102026,27290,4513
2021-02-07,San Joaquin,53821,15065,653
2021-02-07,San Luis Obispo,32499,9410,129
2021-02-07,San Mateo,91309,23712,1925
2021-02-07,Santa Barbara,45803,9575,315
2021-02-07,Santa Clara,206556,52355,3530
2021-02-07,Santa Cruz,37225,7015,892
2021-02-07,Shasta,18476,3608,28
2021-02-07,Sierra,474,163,0
2021-02-07,Siskiyou,5152,1248,3
2021-02-07,Solano,47657,15528,872
2021-02-07,Sonoma,64891,15698,1606
2021-02-07,Stanislaus,43381,10575,228
2021-02-07,Sutter,9132,1917,23
2021-02-07,Tehama,5858,881,6
2021-02-07,Trinity,944,154,1
2021-02-07,Tulare,29616,7546,93
2021-02-07,Tuolumne,6464,1381,8
2021-02-07,Ventura,85105,21451,929
2021-02-07,Yolo,24426,6946,540
2021-02-07,Yuba,4617,939,23
2021-02-06,Alameda,155004,44470,7006
2021-02-06,Alpine,251,78,0
2021-02-06,Amador,3948,1104,130
2021-02-06,Butte,29539,7981,152
2021-02-06,Calaveras,4255,935,24
2021-02-06,Colusa,1524,227,280
2021-02-06,Contra Costa,145503,36903,3597
2021-02-06,Del Norte,2158,560,323
2021-02-06,El Dorado,22566,5279,1099
2021-02-06,Fresno,73871,25284,2955
2021-02-06,Glenn,2539,660,22
2021-02-06,Humboldt,18162,3709,1092
2021-02-06,Imperial,13222,3121,904
2021-02-06,Inyo,2164,816,2
2021-02-06,Kern,59509,13192,1753
2021-02-06,Kings,7844,2282,63
2021-02-06,Lake,7478,1427,269
2021-02-06,Lassen,1762,498,69
2021-02-06,Los Angeles,1049549,258500,36883
2021-02-06,Madera,10545,2703,385
2021-02-06,Marin,36906,9521,1435
2021-02-06,Mariposa,1423,329,12
2021-02-06,Mendocino,13148,3653,557
2021-02-06,Merced,14037,3128,450
2021-02-06,Modoc,1305,279,0
2021-02-06,Mono,3677,628,132
2021-02-06,Monterey,32538,9706,1179
2021-02-06,Napa,22594,5664,451
2021-02-06,Nevada,11035,1888,315
2021-02-06,Orange,352635,77596,16731
2021-02-06,Placer,50813,11750,2023
2021-02-06,Plumas,1378,472,8
2021-02-06,Riverside,219847,40191,7475
2021-02-06,Sacramento,135186,37463,9132
2021-02-06,San Benito,4630,1196,51
2021-02-06,San Bernardino,163283,48765,5314
2021-02-06,San Diego,454868,92393,20849
2021-02-06,San Francisco,98088,26718,5689
2021-02-06,San Joaquin,53392,14853,1044
2021-02-06,San Luis Obispo,32421,9358,186
2021-02-06,San Mateo,89591,23509,3348
2021-02-06,Santa Barbara,45532,9535,1228
2021-02-06,Santa Clara,203495,51891,5332
2021-02-06,Santa Cruz,36353,6996,2495
2021-02-06,Shasta,18452,3604,1848
2021-02-06,Sierra,474,163,0
2021-02-06,Siskiyou,5149,1248,18
2021-02-06,Solano,47414,14901,3177
2021-02-06,Sonoma,63582,15401,2734
2021-02-06,Stanislaus,43345,10387,919
2021-02-06,Sutter,9113,1912,736
2021-02-06,Tehama,5856,877,52
2021-02-06,Trinity,943,154,210
2021-02-06,Tulare,29591,7480,850
2021-02-06,Tuolumne,6460,1377,870
2021-02-06,Ventura,84313,21313,3141
2021-02-06,Yolo,24247,6585,1962
2021-02-06,Yuba,4598,935,450
2021-02-05,Alameda,149161,43309,10356
2021-02-05,Alpine,251,78,30
2021-02-05,Amador,3827,1098,345
2021-02-05,Butte,29473,7894,1287
2021-02-05,Calaveras,4232,934,87
2021-02-05,Colusa,1254,217,39
2021-02-05,Contra Costa,142578,36235,8645
2021-02-05,Del Norte,1841,549,185
2021-02-05,El Dorado,21578,5166,1550
2021-02-05,Fresno,72898,23311,5407
2021-02-05,Glenn,2519,658,322
2021-02-05,Humboldt,17117,3662,852
2021-02-05,Imperial,12355,3081,485
2021-02-05,Inyo,2162,816,104
2021-02-05,Kern,58001,12953,4898
2021-02-05,Kings,7816,2248,422
2021-02-05,Lake,7221,1415,390
2021-02-05,Lassen,1726,466,51
2021-02-05,Los Angeles,1021623,249669,63818
2021-02-05,Madera,10201,2663,982
2021-02-05,Marin,36287,8707,2187
2021-02-05,Mariposa,1412,328,200
2021-02-05,Mendocino,12605,3640,1418
2021-02-05,Merced,13765,2982,568
2021-02-05,Modoc,1305,279,6
2021-02-05,Mono,3545,628,577
2021-02-05,Monterey,31724,9344,3749
2021-02-05,Napa,22254,5555,736
2021-02-05,Nevada,10768,1839,1083
2021-02-05,Orange,341288,72222,21346
2021-02-05,Placer,49345,11197,2774
2021-02-05,Plumas,1370,472,32
2021-02-05,Riverside,214086,38493,14880
2021-02-05,Sacramento,127432,36087,7976
2021-02-05,San Benito,4594,1181,339
2021-02-05,San Bernardino,159631,47127,11496
2021-02-05,San Diego,437536,88932,24984
2021-02-05,San Francisco,93303,25845,6206
2021-02-05,San Joaquin,52531,14688,3383
2021-02-05,San Luis Obispo,32319,9275,1652
2021-02-05,San Mateo,86925,22835,6869
2021-02-05,Santa Barbara,44726,9114,2947
2021-02-05,Santa Clara,199372,50691,12171
2021-02-05,Santa Cruz,34189,6665,3061
2021-02-05,Shasta,16629,3578,1306
2021-02-05,Sierra,474,163,3
2021-02-05,Siskiyou,5131,1248,570
2021-02-05,Solano,45085,14058,3230
2021-02-05,Sonoma,61418,14831,4898
2021-02-05,Stanislaus,42645,10195,2975
2021-02-05,Sutter,8397,1892,294
2021-02-05,Tehama,5817,864,209
2021-02-05,Trinity,740,147,348
2021-02-05,Tulare,29383,6840,1249
2021-02-05,Tuolumne,5606,1374,112
2021-02-05,Ventura,81593,20885,5051
2021-02-05,Yolo,22658,6211,1644
2021-02-05,Yuba,4156,927,165
2021-02-04,Alameda,142759,39366,9486
2021-02-04,Alpine,241,58,8
2021-02-04,Amador,3508,1076,255
2021-02-04,Butte,28923,7159,3004
2021-02-04,Calaveras,4189,892,394
2021-02-04,Colusa,1218,214,177
2021-02-04,Contra Costa,136740,33443,7758
2021-02-04,Del Norte,1721,485,70
2021-02-04,El Dorado,20675,4552,1251
2021-02-04,Fresno,70640,20183,4255
2021-02-04,Glenn,2217,638,79
