date,county,at_least_one_dose,fully_vaccinated,new_doses_administered
2021-02-26,Colusa,2972,968,104
2021-02-26,Contra Costa,235066,116521,11749
2021-02-26,Del Norte,3068,1500,216
2021-02-26,El Dorado,35282,17367,2525
2021-02-26,Fresno,130594,60458,9406
2021-02-26,Glenn,4094,1990,310
2021-02-26,Humboldt,24439,13509,2300
2021-02-26,Imperial,23313,8972,2464
2021-02-26,Inyo,4214,1791,91
2021-02-26,Kern,94693,44996,7227
2021-02-26,Kings,13133,4893,1032
2021-02-26,Lake,10900,5154,1059
2021-02-26,Lassen,2303,1459,67
2021-02-26,Los Angeles,1550817,816960,89440
2021-02-26,Madera,20007,8075,1120
2021-02-26,Marin,64596,29889,3832
2021-02-26,Mariposa,3062,769,443
2021-02-26,Mendocino,24321,10962,1469
2021-02-26,Merced,27294,11415,2289
2021-02-26,Modoc,1713,1044,3
2021-02-26,Mono,4162,3414,561
2021-02-26,Monterey,55648,25854,5645
2021-02-26,Napa,32311,20009,1590
2021-02-26,Nevada,20506,7494,1370
2021-02-26,Orange,525534,266004,29908
2021-02-26,Placer,80057,42195,4397
2021-02-26,Plumas,3077,1239,266
2021-02-26,Riverside,357145,153709,20005
2021-02-26,Sacramento,234694,105249,15036
2021-02-26,San Benito,7759,3426,687
2021-02-26,San Bernardino,269791,125133,14443
2021-02-26,San Diego,647247,317416,33543
2021-02-26,San Francisco,174060,74400,13244
2021-02-26,San Joaquin,92564,40504,5944
2021-02-26,San Luis Obispo,47597,24128,2733
2021-02-26,San Mateo,164776,68809,10323
2021-02-26,Santa Barbara,62843,37316,3884
2021-02-26,Santa Clara,325194,155280,15897
2021-02-26,Santa Cruz,59014,25820,2737
2021-02-26,Shasta,26732,12311,838
2021-02-26,Sierra,839,389,10
2021-02-26,Siskiyou,8046,3730,684
2021-02-26,Solano,76353,35950,3731
2021-02-26,Sonoma,117778,46147,6944
2021-02-26,Stanislaus,68212,33818,4256
2021-02-26,Sutter,14329,6388,421
2021-02-26,Tehama,7286,4024,504
2021-02-26,Trinity,2006,370,20
2021-02-26,Tulare,51081,25931,4051
2021-02-26,Tuolumne,11151,3962,165
2021-02-26,Ventura,144202,63749,9860
2021-02-26,Yolo,42021,18029,2779
2021-02-26,Yuba,7389,3077,278
2021-02-25,Alameda,297643,117312,16577
2021-02-25,Alpine,279,214,5
2021-02-25,Amador,7245,2782,544
2021-02-25,Butte,37858,20374,2205
2021-02-25,Calaveras,7810,2852,563
2021-02-25,Colusa,2918,918,159
2021-02-25,Contra Costa,229211,110650,12523
2021-02-25,Del Norte,2901,1451,500
2021-02-25,El Dorado,33597,16530,1979
2021-02-25,Fresno,122615,59065,8983
2021-02-25,Glenn,4072,1703,350
2021-02-25,Humboldt,23992,11659,891
2021-02-25,Imperial,21401,8426,1033
2021-02-25,Inyo,4195,1719,126
2021-02-25,Kern,90144,42328,5598
2021-02-25,Kings,12198,4795,876
2021-02-25,Lake,10543,4457,777
2021-02-25,Lassen,2266,1429,137
2021-02-25,Los Angeles,1501751,776907,79738
2021-02-25,Madera,19295,7674,1079
2021-02-25,Marin,61830,28834,4245
2021-02-25,Mariposa,2729,661,21
2021-02-25,Mendocino,23231,10584,1747
2021-02-25,Merced,25518,10935,1876
2021-02-25,Modoc,1713,1041,173
2021-02-25,Mono,4148,2868,7
2021-02-25,Monterey,52846,23020,4761
2021-02-25,Napa,31677,19056,2703
2021-02-25,Nevada,20018,6613,928
2021-02-25,Orange,513470,248308,24674
2021-02-25,Placer,77551,40311,3927
2021-02-25,Plumas,2822,1227,235
2021-02-25,Riverside,347196,143722,18473
2021-02-25,Sacramento,224467,100487,11759
2021-02-25,San Benito,7337,3161,410
2021-02-25,San Bernardino,261812,118740,13836
2021-02-25,San Diego,634659,296128,33539
2021-02-25,San Francisco,166354,68874,10805
2021-02-25,San Joaquin,88688,38525,6968
2021-02-25,San Luis Obispo,46229,22773,2207
2021-02-25,San Mateo,157686,65594,9722
2021-02-25,Santa Barbara,60750,35531,3657
2021-02-25,Santa Clara,316569,148054,16343
2021-02-25,Santa Cruz,57792,24308,3279
2021-02-25,Shasta,26380,11826,537
2021-02-25,Sierra,836,382,119
2021-02-25,Siskiyou,7673,3420,311
2021-02-25,Solano,74128,34454,2763
2021-02-25,Sonoma,113416,43589,6325
2021-02-25,Stanislaus,65723,32119,4042
2021-02-25,Sutter,14151,6150,877
2021-02-25,Tehama,7207,3599,418
2021-02-25,Trinity,1997,359,40
2021-02-25,Tulare,47538,25431,3690
2021-02-25,Tuolumne,11026,3924,1062
2021-02-25,Ventura,137829,60289,7910
2021-02-25,Yolo,40717,16561,1455
2021-02-25,Yuba,7241,2949,369
2021-02-24,Alameda,287188,111225,15462
2021-02-24,Alpine,274,214,0
2021-02-24,Amador,6996,2493,408
2021-02-24,Butte,37135,18901,2249
2021-02-24,Calaveras,7450,2662,107
2021-02-24,Colusa,2830,847,345
2021-02-24,Contra Costa,223426,103932,11296
2021-02-24,Del Norte,2671,1182,161
2021-02-24,El Dorado,32891,15264,1099
2021-02-24,Fresno,115207,57545,4382
2021-02-24,Glenn,3841,1583,271
2021-02-24,Humboldt,23751,11012,1306
2021-02-24,Imperial,20801,7997,888
2021-02-24,Inyo,4133,1655,116
2021-02-24,Kern,86838,40077,5435
2021-02-24,Kings,11567,4552,782
2021-02-24,Lake,10045,4183,1018
2021-02-24,Lassen,2181,1377,126
2021-02-24,Los Angeles,1461561,737614,70282
2021-02-24,Madera,18683,7211,943
2021-02-24,Marin,58842,27585,3667
2021-02-24,Mariposa,2715,654,22
2021-02-24,Mendocino,21932,10140,1910
2021-02-24,Merced,24157,10433,884
2021-02-24,Modoc,1699,882,95
2021-02-24,Mono,4146,2863,10
2021-02-24,Monterey,51204,19907,2750
2021-02-24,Napa,29724,18309,1214
2021-02-24,Nevada,19561,6144,590
2021-02-24,Orange,504819,232341,22783
2021-02-24,Placer,75418,38522,3499
2021-02-24,Plumas,2653,1161,489
2021-02-24,Riverside,338722,133745,15867
2021-02-24,Sacramento,217679,95542,10373
2021-02-24,San Benito,7055,3033,407
2021-02-24,San Bernardino,253894,112851,13135
2021-02-24,San Diego,623700,272857,29440
2021-02-24,San Francisco,159509,64920,9690
2021-02-24,San Joaquin,84445,35939,6131
2021-02-24,San Luis Obispo,44977,21823,2738
2021-02-24,San Mateo,151345,62248,7638
2021-02-24,Santa Barbara,59674,32953,3411
2021-02-24,Santa Clara,307773,140547,15608
2021-02-24,Santa Cruz,56209,22615,3196
2021-02-24,Shasta,26224,11446,908
2021-02-24,Sierra,780,320,1
2021-02-24,Siskiyou,7533,3250,180
2021-02-24,Solano,72641,33187,2645
2021-02-24,Sonoma,110041,40665,5956
2021-02-24,Stanislaus,62752,31104,4115
2021-02-24,Sutter,13483,5945,1054
2021-02-24,Tehama,7160,3228,360
2021-02-24,Trinity,1992,324,31
2021-02-24,Tulare,44303,24986,2562
2021-02-24,Tuolumne,10009,3886,116
2021-02-24,Ventura,133054,57165,7402
2021-02-24,Yolo,39783,16042,2126
2021-02-24,Yuba,7009,2813,504
2021-02-23,Alameda,277244,105772,13646
2021-02-23,Alpine,274,214,0
2021-02-23,Amador,6811,2278,328
2021-02-23,Butte,36362,17431,1696
2021-02-23,Calaveras,7381,2624,137
2021-02-23,Colusa,2642,692,21
2021-02-23,Contra Costa,217920,98171,12697
2021-02-23,Del Norte,2586,1106,112
2021-02-23,El Dorado,32436,14621,914
2021-02-23,Fresno,111662,56719,4858
2021-02-23,Glenn,3782,1373,44
2021-02-23,Humboldt,23122,10335,204
2021-02-23,Imperial,20050,7858,1207
2021-02-23,Inyo,4076,1596,198
2021-02-23,Kern,83647,37862,3731
2021-02-23,Kings,11027,4310,444
2021-02-23,Lake,9587,3625,229
2021-02-23,Lassen,2096,1337,148
2021-02-23,Los Angeles,1432087,697030,59997
2021-02-23,Madera,18288,6664,810
2021-02-23,Marin,56510,26258,2983
2021-02-23,Mariposa,2705,642,46
2021-02-23,Mendocino,20457,9705,893
2021-02-23,Merced,23702,10024,1119
2021-02-23,Modoc,1667,819,86
2021-02-23,Mono,4142,2856,159
2021-02-23,Monterey,49237,19126,1126
2021-02-23,Napa,29122,17701,1174
2021-02-23,Nevada,19283,5831,556
2021-02-23,Orange,499066,215378,14592
2021-02-23,Placer,73528,36918,2853
2021-02-23,Plumas,2179,1146,28
2021-02-23,Riverside,332067,124575,12239
2021-02-23,Sacramento,212128,90746,7834
2021-02-23,San Benito,6800,2883,394
2021-02-23,San Bernardino,247494,106135,10011
2021-02-23,San Diego,615883,250518,26010
2021-02-23,San Francisco,154344,60412,6096
2021-02-23,San Joaquin,80230,34139,4756
2021-02-23,San Luis Obispo,44126,19940,1913
2021-02-23,San Mateo,146320,59653,4537
2021-02-23,Santa Barbara,58915,30312,3358
2021-02-23,Santa Clara,298226,134512,13276
2021-02-23,Santa Cruz,55164,20472,2113
2021-02-23,Shasta,25952,10812,931
2021-02-23,Sierra,779,320,5
2021-02-23,Siskiyou,7480,3123,272
2021-02-23,Solano,71187,31998,3162
2021-02-23,Sonoma,107012,37755,3588
2021-02-23,Stanislaus,60137,29659,3673
2021-02-23,Sutter,13277,5100,240
2021-02-23,Tehama,7117,2911,92
2021-02-23,Trinity,1986,299,13
2021-02-23,Tulare,42150,24577,2060
2021-02-23,Tuolumne,9970,3813,57
2021-02-23,Ventura,128604,54225,6211
2021-02-23,Yolo,38420,15281,1171
2021-02-23,Yuba,6902,2415,139
2021-02-22,Alameda,268838,100559,11482
2021-02-22,Alpine,274,214,26
2021-02-22,Amador,6725,2038,70
2021-02-22,Butte,35905,16200,1572
2021-02-22,Calaveras,7289,2581,72
2021-02-22,Colusa,2624,687,45
2021-02-22,Contra Costa,211479,91932,8185
2021-02-22,Del Norte,2554,1027,3
2021-02-22,El Dorado,32075,14070,941
2021-02-22,Fresno,107754,55788,2367
2021-02-22,Glenn,3754,1357,35
2021-02-22,Humboldt,23069,10186,159
2021-02-22,Imperial,19024,7667,891
2021-02-22,Inyo,3985,1490,63
2021-02-22,Kern,81594,36193,2822
2021-02-22,Kings,10699,4192,137
2021-02-22,Lake,9554,3429,144
2021-02-22,Lassen,2051,1234,24
2021-02-22,Los Angeles,1409255,660027,38081
2021-02-22,Madera,17744,6402,967
2021-02-22,Marin,54511,25280,1918
2021-02-22,Mariposa,2680,621,26
2021-02-22,Mendocino,19797,9471,270
2021-02-22,Merced,23112,9512,869
2021-02-22,Modoc,1653,747,18
2021-02-22,Mono,4116,2723,287
2021-02-22,Monterey,48870,18367,1177
2021-02-22,Napa,28795,16854,491
2021-02-22,Nevada,19047,5512,549
2021-02-22,Orange,495219,204680,10749
2021-02-22,Placer,72587,35010,2660
2021-02-22,Plumas,2161,1136,9
2021-02-22,Riverside,326160,118268,13175
2021-02-22,Sacramento,208520,86537,6596
2021-02-22,San Benito,6557,2733,143
2021-02-22,San Bernardino,242444,101197,9148
2021-02-22,San Diego,605610,234119,13251
2021-02-22,San Francisco,151291,57372,5574
2021-02-22,San Joaquin,77450,32268,3889
2021-02-22,San Luis Obispo,42737,19414,2464
2021-02-22,San Mateo,143711,57734,4652
2021-02-22,Santa Barbara,58475,27400,1015
2021-02-22,Santa Clara,290707,128773,11124
2021-02-22,Santa Cruz,54441,19084,1209
2021-02-22,Shasta,25627,10206,449
2021-02-22,Sierra,774,320,0
2021-02-22,Siskiyou,7299,3032,219
2021-02-22,Solano,69016,31011,1869
2021-02-22,Sonoma,105340,35843,3108
2021-02-22,Stanislaus,59017,27193,2246
2021-02-22,Sutter,13170,4969,215
2021-02-22,Tehama,7083,2854,51
2021-02-22,Trinity,1980,292,8
2021-02-22,Tulare,40651,24017,1188
2021-02-22,Tuolumne,9946,3781,84
2021-02-22,Ventura,125049,51593,5753
2021-02-22,Yolo,37989,14543,1411
2021-02-22,Yuba,6846,2332,145
2021-02-21,Alameda,261669,96257,7974
2021-02-21,Alpine,266,197,0
2021-02-21,Amador,6691,2003,57
2021-02-21,Butte,35518,15022,24
2021-02-21,Calaveras,7257,2544,29
2021-02-21,Colusa,2595,671,6
2021-02-21,Contra Costa,207691,87547,2486
2021-02-21,Del Norte,2551,1027,1
2021-02-21,El Dorado,31777,13429,387
2021-02-21,Fresno,106479,54709,218
2021-02-21,Glenn,3738,1338,0
2021-02-21,Humboldt,23030,10067,501
2021-02-21,Imperial,18215,7581,641
2021-02-21,Inyo,3960,1452,443
2021-02-21,Kern,80086,34890,274
2021-02-21,Kings,10639,4116,4
2021-02-21,Lake,9509,3330,9
2021-02-21,Lassen,2043,1218,21
2021-02-21,Los Angeles,1390225,641078,24231
2021-02-21,Madera,16842,6337,999
2021-02-21,Marin,53259,24615,1375
2021-02-21,Mariposa,2657,618,249
2021-02-21,Mendocino,19660,9338,323
2021-02-21,Merced,22622,9146,91
2021-02-21,Modoc,1650,732,0
2021-02-21,Mono,4090,2463,13
2021-02-21,Monterey,48143,17920,1371
2021-02-21,Napa,28641,16516,913
2021-02-21,Nevada,18667,5343,130
2021-02-21,Orange,490952,198248,4974
2021-02-21,Placer,71960,32979,1200
2021-02-21,Plumas,2160,1129,4
2021-02-21,Riverside,321004,110285,4680
2021-02-21,Sacramento,205671,82806,5265
2021-02-21,San Benito,6455,2693,37
2021-02-21,San Bernardino,238226,96273,1231
2021-02-21,San Diego,599371,227020,11951
2021-02-21,San Francisco,148529,54564,3051
2021-02-21,San Joaquin,74841,31062,740
2021-02-21,San Luis Obispo,41247,18442,60
2021-02-21,San Mateo,140819,55980,2672
2021-02-21,Santa Barbara,58176,26682,156
2021-02-21,Santa Clara,285535,122837,3500
2021-02-21,Santa Cruz,53958,18362,838
2021-02-21,Shasta,25439,9945,35
2021-02-21,Sierra,774,320,0
2021-02-21,Siskiyou,7218,2893,2
2021-02-21,Solano,68053,30110,2412
2021-02-21,Sonoma,104072,34008,600
2021-02-21,Stanislaus,57578,26428,938
2021-02-21,Sutter,13085,4838,32
2021-02-21,Tehama,7055,2831,5
2021-02-21,Trinity,1975,289,0
2021-02-21,Tulare,40420,23064,97
2021-02-21,Tuolumne,9897,3747,994
2021-02-21,Ventura,121380,49516,1139
2021-02-21,Yolo,37289,13834,352
2021-02-21,Yuba,6802,2231,26
2021-02-20,Alameda,256312,93651,12170
2021-02-20,Alpine,266,197,0
2021-02-20,Amador,6670,1969,109
2021-02-20,Butte,35503,15013,500
2021-02-20,Calaveras,7236,2537,64
2021-02-20,Colusa,2592,668,31
2021-02-20,Contra Costa,206045,86710,6766
2021-02-20,Del Norte,2551,1026,9
2021-02-20,El Dorado,31592,13228,1125
2021-02-20,Fresno,106340,54647,4654
2021-02-20,Glenn,3738,1338,10
2021-02-20,Humboldt,22855,9742,1756
2021-02-20,Imperial,17590,7565,1102
2021-02-20,Inyo,3517,1450,509
2021-02-20,Kern,79994,34706,2638
2021-02-20,Kings,10636,4115,175
2021-02-20,Lake,9505,3325,292
2021-02-20,Lassen,2025,1215,7
2021-02-20,Los Angeles,1378621,628521,35310
2021-02-20,Madera,15850,6330,1078
2021-02-20,Marin,52292,24209,2684
2021-02-20,Mariposa,2410,617,273
2021-02-20,Mendocino,19348,9327,717
2021-02-20,Merced,22601,9083,300
2021-02-20,Modoc,1650,732,1
2021-02-20,Mono,4080,2460,9
2021-02-20,Monterey,46868,17828,1161
2021-02-20,Napa,28440,15805,892
2021-02-20,Nevada,18648,5233,389
2021-02-20,Orange,489912,194344,7997
2021-02-20,Placer,71525,32215,2143
2021-02-20,Plumas,2158,1127,107
2021-02-20,Riverside,319731,106898,8707
2021-02-20,Sacramento,202681,80536,8337
2021-02-20,San Benito,6430,2681,57
2021-02-20,San Bernardino,237795,95470,4669
2021-02-20,San Diego,593941,220336,10531
2021-02-20,San Francisco,147193,52857,4766
2021-02-20,San Joaquin,74409,30765,1644
2021-02-20,San Luis Obispo,41214,18414,279
2021-02-20,San Mateo,139240,54893,3901
2021-02-20,Santa Barbara,58105,26596,2357
2021-02-20,Santa Clara,284219,120661,7145
2021-02-20,Santa Cruz,53482,18005,2314
2021-02-20,Shasta,25428,9921,818
2021-02-20,Sierra,774,320,4
2021-02-20,Siskiyou,7217,2892,26
2021-02-20,Solano,66022,29734,2837
2021-02-20,Sonoma,103925,33556,3131
2021-02-20,Stanislaus,57246,25873,772
2021-02-20,Sutter,13076,4815,625
2021-02-20,Tehama,7053,2828,292
2021-02-20,Trinity,1975,289,145
2021-02-20,Tulare,40371,23016,3015
2021-02-20,Tuolumne,9417,3241,925
2021-02-20,Ventura,120904,48856,5011
2021-02-20,Yolo,37179,13594,2565
2021-02-20,Yuba,6787,2220,401
2021-02-19,Alameda,247038,90761,18078
2021-02-19,Alpine,266,197,35
2021-02-19,Amador,6601,1929,196
2021-02-19,Butte,35369,14647,1191
2021-02-19,Calaveras,7183,2526,447
2021-02-19,Colusa,2580,649,166
2021-02-19,Contra Costa,201284,84722,11806
2021-02-19,Del Norte,2544,1024,46
2021-02-19,El Dorado,30887,12814,1256
2021-02-19,Fresno,103237,53133,4036
2021-02-19,Glenn,3736,1330,307
2021-02-19,Humboldt,22378,8464,514
2021-02-19,Imperial,17226,6828,827
2021-02-19,Inyo,3009,1448,52
2021-02-19,Kern,78630,33442,4288
2021-02-19,Kings,10495,4082,237
2021-02-19,Lake,9253,3287,433
2021-02-19,Lassen,2019,1214,68
2021-02-19,Los Angeles,1362107,609800,61615
2021-02-19,Madera,14851,6253,864
2021-02-19,Marin,51028,22794,2838
2021-02-19,Mariposa,2193,562,87
2021-02-19,Mendocino,18721,9238,779
2021-02-19,Merced,22462,8928,1305
2021-02-19,Modoc,1650,731,6
2021-02-19,Mono,4072,2459,59
2021-02-19,Monterey,45798,17738,3081
2021-02-19,Napa,28148,15202,1526
2021-02-19,Nevada,18414,5076,1196
2021-02-19,Orange,485920,190361,19027
2021-02-19,Placer,70547,31054,3643
2021-02-19,Plumas,2146,1032,44
2021-02-19,Riverside,317476,100478,15782
2021-02-19,Sacramento,197839,77054,10264
2021-02-19,San Benito,6388,2666,374
2021-02-19,San Bernardino,235695,92902,11871
2021-02-19,San Diego,587918,215577,16164
2021-02-19,San Francisco,145446,49851,5856
2021-02-19,San Joaquin,73328,30211,4521
2021-02-19,San Luis Obispo,40979,18371,1502
2021-02-19,San Mateo,136862,53375,7866
2021-02-19,Santa Barbara,56347,26001,3601
2021-02-19,Santa Clara,280397,117353,15217
2021-02-19,Santa Cruz,51887,17292,3138
2021-02-19,Shasta,25098,9433,1338
2021-02-19,Sierra,772,319,1
2021-02-19,Siskiyou,7198,2885,100
2021-02-19,Solano,63729,29191,2584
2021-02-19,Sonoma,102716,31641,5789
2021-02-19,Stanislaus,56779,25592,2871
2021-02-19,Sutter,12559,4709,672
2021-02-19,Tehama,7020,2569,245
2021-02-19,Trinity,1859,260,315
2021-02-19,Tulare,39106,21271,2368
2021-02-19,Tuolumne,9028,2714,156
2021-02-19,Ventura,118131,46625,6600
2021-02-19,Yolo,35800,12410,1772
2021-02-19,Yuba,6446,2160,228
2021-02-18,Alameda,235218,84523,15985
2021-02-18,Alpine,264,166,2
2021-02-18,Amador,6494,1840,399
2021-02-18,Butte,34966,13865,1597
2021-02-18,Calaveras,7082,2194,513
2021-02-18,Colusa,2448,615,149
2021-02-18,Contra Costa,195962,78250,11814
2021-02-18,Del Norte,2509,1013,78
2021-02-18,El Dorado,30194,12253,2146
2021-02-18,Fresno,101386,50970,6985
2021-02-18,Glenn,3707,1053,186
2021-02-18,Humboldt,22275,8055,1035
2021-02-18,Imperial,17005,6224,708
2021-02-18,Inyo,3000,1405,121
2021-02-18,Kern,76867,30931,3810
2021-02-18,Kings,10356,3986,372
2021-02-18,Lake,9162,2945,474
2021-02-18,Lassen,2006,1159,61
2021-02-18,Los Angeles,1332849,577621,71270
2021-02-18,Madera,14140,6099,1311
2021-02-18,Marin,49759,21234,2455
2021-02-18,Mariposa,2129,539,66
2021-02-18,Mendocino,18088,9086,1822
2021-02-18,Merced,21933,8170,1305
2021-02-18,Modoc,1648,727,190
2021-02-18,Mono,4015,2457,8
2021-02-18,Monterey,44379,16077,2362
2021-02-18,Napa,27464,14360,1932
2021-02-18,Nevada,17636,4657,1059
2021-02-18,Orange,478723,178607,15643
2021-02-18,Placer,69180,28785,3860
2021-02-18,Plumas,2138,996,136
2021-02-18,Riverside,310101,92107,15902
2021-02-18,Sacramento,191797,72841,9817
2021-02-18,San Benito,6194,2487,312
2021-02-18,San Bernardino,228738,88020,12709
2021-02-18,San Diego,581224,206015,24112
2021-02-18,San Francisco,142431,47020,5576
2021-02-18,San Joaquin,70878,28259,3642
2021-02-18,San Luis Obispo,39833,18019,2880
2021-02-18,San Mateo,131056,51320,6815
2021-02-18,Santa Barbara,54016,24733,3306
2021-02-18,Santa Clara,271584,110972,14602
2021-02-18,Santa Cruz,50014,16031,2812
2021-02-18,Shasta,24232,8961,980
2021-02-18,Sierra,772,318,138
2021-02-18,Siskiyou,7162,2823,272
2021-02-18,Solano,62512,27828,3069
2021-02-18,Sonoma,99143,29459,7224
2021-02-18,Stanislaus,55276,24275,3442
2021-02-18,Sutter,12099,4497,729
2021-02-18,Tehama,6965,2379,399
2021-02-18,Trinity,1557,247,5
2021-02-18,Tulare,38133,19876,2403
2021-02-18,Tuolumne,8982,2607,703
2021-02-18,Ventura,115090,43075,6070
2021-02-18,Yolo,34666,11776,2486
2021-02-18,Yuba,6306,2073,338
2021-02-17,Alameda,223722,80040,14239
2021-02-17,Alpine,263,165,24
2021-02-17,Amador,6159,1777,279
2021-02-17,Butte,34193,13041,1557
2021-02-17,Calaveras,6985,1796,531
2021-02-17,Colusa,2328,587,230
2021-02-17,Contra Costa,190510,71902,12589
2021-02-17,Del Norte,2457,987,91
2021-02-17,El Dorado,29108,11195,985
2021-02-17,Fresno,98822,46596,5406
2021-02-17,Glenn,3548,1026,386
2021-02-17,Humboldt,21996,7300,470
2021-02-17,Imperial,16831,5692,477
2021-02-17,Inyo,2919,1365,42
2021-02-17,Kern,75266,28740,4125
2021-02-17,Kings,10135,3836,451
2021-02-17,Lake,9046,2587,356
2021-02-17,Lassen,1992,1112,140
2021-02-17,Los Angeles,1304074,535359,67547
2021-02-17,Madera,13026,5905,640
2021-02-17,Marin,48683,19856,2147
2021-02-17,Mariposa,2104,499,37
2021-02-17,Mendocino,16869,8487,1394
2021-02-17,Merced,21494,7324,1948
2021-02-17,Modoc,1624,560,24
2021-02-17,Mono,4012,2452,9
2021-02-17,Monterey,43430,14677,2094
2021-02-17,Napa,26792,13105,1054
2021-02-17,Nevada,17025,4211,1256
2021-02-17,Orange,471696,170041,18768
2021-02-17,Placer,67547,26566,3580
2021-02-17,Plumas,2112,887,150
2021-02-17,Riverside,301975,84338,15446
2021-02-17,Sacramento,185988,68848,8993
2021-02-17,San Benito,6121,2248,385
2021-02-17,San Bernardino,220957,83125,12027
2021-02-17,San Diego,573005,189933,23617
2021-02-17,San Francisco,139590,44285,5499
2021-02-17,San Joaquin,68919,26668,3696
2021-02-17,San Luis Obispo,38718,16262,2833
2021-02-17,San Mateo,126553,49017,7158
2021-02-17,Santa Barbara,52469,23014,1510
2021-02-17,Santa Clara,264192,103812,14341
2021-02-17,Santa Cruz,48803,14432,2805
2021-02-17,Shasta,23758,8457,1038
2021-02-17,Sierra,685,267,4
2021-02-17,Siskiyou,7037,2676,288
2021-02-17,Solano,61654,25622,3360
2021-02-17,Sonoma,95044,26353,5759
2021-02-17,Stanislaus,53609,22638,2823
2021-02-17,Sutter,11594,4275,852
2021-02-17,Tehama,6807,2138,337
2021-02-17,Trinity,1555,244,93
2021-02-17,Tulare,37477,18138,2758
2021-02-17,Tuolumne,8349,2544,124
2021-02-17,Ventura,111227,40877,5498
2021-02-17,Yolo,32958,10999,1406
2021-02-17,Yuba,6106,1935,386
2021-02-16,Alameda,213299,76244,12650
2021-02-16,Alpine,260,144,0
2021-02-16,Amador,6047,1614,469
2021-02-16,Butte,33335,12342,768
2021-02-16,Calaveras,6774,1490,281
2021-02-16,Colusa,2249,436,78
2021-02-16,Contra Costa,184732,65111,10691
2021-02-16,Del Norte,2432,921,135
2021-02-16,El Dorado,28637,10680,1224
2021-02-16,Fresno,95891,44189,6787
2021-02-16,Glenn,3241,947,45
2021-02-16,Humboldt,21865,6962,571
2021-02-16,Imperial,16721,5322,564
2021-02-16,Inyo,2908,1334,178
2021-02-16,Kern,73335,26549,2985
2021-02-16,Kings,9831,3689,643
2021-02-16,Lake,8972,2306,417
2021-02-16,Lassen,1985,979,180
2021-02-16,Los Angeles,1277426,494715,66700
2021-02-16,Madera,12678,5620,789
2021-02-16,Marin,47574,18820,2514
2021-02-16,Mariposa,2077,490,63
2021-02-16,Mendocino,15968,7996,204
2021-02-16,Merced,20178,6725,1279
2021-02-16,Modoc,1614,546,145
2021-02-16,Mono,4009,2446,470
2021-02-16,Monterey,41728,14289,1186
