date,county,confirmed_cases,reported_deaths
2021-06-28,Del Norte,1441,8
2021-06-28,El Dorado,10438,115
2021-06-28,Fresno,102764,1727
2021-06-28,Glenn,2437,20
2021-06-28,Humboldt,4536,49
2021-06-28,Imperial,28710,741
2021-06-28,Inyo,1412,35
2021-06-28,Kern,97409,1348
2021-06-28,Kings,23094,246
2021-06-28,Lake,3623,56
2021-06-28,Lassen,5270,20
2021-06-28,Los Angeles,1209251,24496
2021-06-28,Madera,16725,240
2021-06-28,Marin,14185,232
2021-06-28,Mariposa,441,5
2021-06-28,Mendocino,4187,49
2021-06-28,Merced,31289,469
2021-06-28,Modoc,413,3
2021-06-28,Mono,1254,3
2021-06-28,Monterey,43200,462
2021-06-28,Napa,10045,81
2021-06-28,Nevada,4976,72
2021-06-28,Orange,256014,5123
2021-06-28,Placer,23818,299
2021-06-28,Plumas,720,4
2021-06-28,Riverside,292836,4507
2021-06-28,Sacramento,108456,1675
2021-06-28,San Benito,6111,63
2021-06-28,San Bernardino,294192,4928
2021-06-28,San Diego,283015,3780
2021-06-28,San Francisco,37131,559
2021-06-28,San Joaquin,73985,1411
2021-06-28,San Luis Obispo,21359,256
2021-06-28,San Mateo,42800,540
2021-06-28,Santa Barbara,34651,455
2021-06-28,Santa Clara,119069,2103
2021-06-28,Santa Cruz,16274,208
2021-06-28,Shasta,12597,203
2021-06-28,Sierra,61,0
2021-06-28,Siskiyou,1949,29
2021-06-28,Solano,33511,267
2021-06-28,Sonoma,31063,315
2021-06-28,Stanislaus,57091,1018
2021-06-28,Sutter,9643,114
2021-06-28,Tehama,5120,63
2021-06-28,Trinity,372,3
2021-06-28,Tulare,49816,850
2021-06-28,Tuolumne,4125,64
2021-06-28,Ventura,81519,1032
2021-06-28,Yolo,14212,213
2021-06-28,Yuba,6210,51
2021-06-27,Alameda,89544,1259
2021-06-27,Alpine,89,0
2021-06-27,Amador,3762,46
2021-06-27,Butte,12731,198
2021-06-27,Calaveras,2206,55
2021-06-27,Colusa,1963,15
2021-06-27,Contra Costa,71047,816
2021-06-27,Del Norte,1438,8
2021-06-27,El Dorado,10426,115
2021-06-27,Fresno,102735,1727
2021-06-27,Glenn,2436,20
2021-06-27,Humboldt,4524,49
2021-06-27,Imperial,28696,741
2021-06-27,Inyo,1412,35
2021-06-27,Kern,97384,1348
2021-06-27,Kings,23084,246
2021-06-27,Lake,3616,56
2021-06-27,Lassen,5269,20
2021-06-27,Los Angeles,1208707,24493
2021-06-27,Madera,16717,240
2021-06-27,Marin,14176,232
2021-06-27,Mariposa,441,5
2021-06-27,Mendocino,4180,49
2021-06-27,Merced,31277,469
2021-06-27,Modoc,413,3
2021-06-27,Mono,1254,3
2021-06-27,Monterey,43187,462
2021-06-27,Napa,10039,81
2021-06-27,Nevada,4970,72
2021-06-27,Orange,255900,5123
2021-06-27,Placer,23785,299
2021-06-27,Plumas,720,4
2021-06-27,Riverside,292734,4507
2021-06-27,Sacramento,108323,1675
2021-06-27,San Benito,6105,63
2021-06-27,San Bernardino,294081,4927
2021-06-27,San Diego,282876,3780
2021-06-27,San Francisco,37094,559
2021-06-27,San Joaquin,73949,1411
2021-06-27,San Luis Obispo,21352,256
2021-06-27,San Mateo,42772,539
2021-06-27,Santa Barbara,34637,455
2021-06-27,Santa Clara,119017,2103
2021-06-27,Santa Cruz,16265,208
2021-06-27,Shasta,12591,203
2021-06-27,Sierra,61,0
2021-06-27,Siskiyou,1947,29
2021-06-27,Solano,33483,267
2021-06-27,Sonoma,31025,315
2021-06-27,Stanislaus,57044,1018
2021-06-27,Sutter,9637,114
2021-06-27,Tehama,5116,63
2021-06-27,Trinity,372,3
2021-06-27,Tulare,49804,850
2021-06-27,Tuolumne,4123,64
2021-06-27,Ventura,81485,1032
2021-06-27,Yolo,14197,213
2021-06-27,Yuba,6204,51
2021-06-26,Alameda,89487,1259
2021-06-26,Alpine,89,0
2021-06-26,Amador,3762,46
2021-06-26,Butte,12727,198
2021-06-26,Calaveras,2204,55
2021-06-26,Colusa,1963,15
2021-06-26,Contra Costa,71004,816
2021-06-26,Del Norte,1437,8
2021-06-26,El Dorado,10418,115
2021-06-26,Fresno,102715,1727
2021-06-26,Glenn,2434,20
2021-06-26,Humboldt,4521,49
2021-06-26,Imperial,28692,741
2021-06-26,Inyo,1412,35
2021-06-26,Kern,97358,1348
2021-06-26,Kings,23080,246
2021-06-26,Lake,3606,56
2021-06-26,Lassen,5266,20
2021-06-26,Los Angeles,1208405,24490
2021-06-26,Madera,16710,240
2021-06-26,Marin,14167,232
2021-06-26,Mariposa,441,5
2021-06-26,Mendocino,4178,49
2021-06-26,Merced,31271,469
2021-06-26,Modoc,413,3
2021-06-26,Mono,1254,3
2021-06-26,Monterey,43184,462
2021-06-26,Napa,10033,81
2021-06-26,Nevada,4965,72
2021-06-26,Orange,255824,5123
2021-06-26,Placer,23771,299
2021-06-26,Plumas,720,4
2021-06-26,Riverside,292677,4505
2021-06-26,Sacramento,108254,1675
2021-06-26,San Benito,6101,63
2021-06-26,San Bernardino,293988,4928
2021-06-26,San Diego,282791,3780
2021-06-26,San Francisco,37062,559
2021-06-26,San Joaquin,73920,1411
2021-06-26,San Luis Obispo,21351,256
2021-06-26,San Mateo,42751,539
2021-06-26,Santa Barbara,34628,455
2021-06-26,Santa Clara,118984,2103
2021-06-26,Santa Cruz,16262,208
2021-06-26,Shasta,12587,203
2021-06-26,Sierra,61,0
2021-06-26,Siskiyou,1946,29
2021-06-26,Solano,33465,267
2021-06-26,Sonoma,30997,315
2021-06-26,Stanislaus,57023,1018
2021-06-26,Sutter,9636,114
2021-06-26,Tehama,5116,63
2021-06-26,Trinity,372,3
2021-06-26,Tulare,49798,850
2021-06-26,Tuolumne,4123,64
2021-06-26,Ventura,81461,1032
2021-06-26,Yolo,14188,213
2021-06-26,Yuba,6201,51
2021-06-25,Alameda,89421,1271
2021-06-25,Alpine,89,0
2021-06-25,Amador,3761,46
2021-06-25,Butte,12722,198
2021-06-25,Calaveras,2203,55
2021-06-25,Colusa,1963,15
2021-06-25,Contra Costa,70968,815
2021-06-25,Del Norte,1437,8
2021-06-25,El Dorado,10410,115
2021-06-25,Fresno,102698,1727
2021-06-25,Glenn,2434,20
2021-06-25,Humboldt,4515,49
2021-06-25,Imperial,28689,740
2021-06-25,Inyo,1411,35
2021-06-25,Kern,97339,1347
2021-06-25,Kings,23074,246
2021-06-25,Lake,3600,56
2021-06-25,Lassen,5265,20
2021-06-25,Los Angeles,1208129,24483
2021-06-25,Madera,16707,240
2021-06-25,Marin,14164,232
2021-06-25,Mariposa,441,5
2021-06-25,Mendocino,4175,49
2021-06-25,Merced,31263,467
2021-06-25,Modoc,413,3
2021-06-25,Mono,1254,3
2021-06-25,Monterey,43179,462
2021-06-25,Napa,10028,81
2021-06-25,Nevada,4962,72
2021-06-25,Orange,255755,5119
2021-06-25,Placer,23752,299
2021-06-25,Plumas,720,4
2021-06-25,Riverside,292611,4490
2021-06-25,Sacramento,108180,1673
2021-06-25,San Benito,6097,63
2021-06-25,San Bernardino,293933,4911
2021-06-25,San Diego,282731,3779
2021-06-25,San Francisco,37039,559
2021-06-25,San Joaquin,73887,1410
2021-06-25,San Luis Obispo,21348,256
2021-06-25,San Mateo,42733,537
2021-06-25,Santa Barbara,34620,454
2021-06-25,Santa Clara,118964,2103
2021-06-25,Santa Cruz,16259,208
2021-06-25,Shasta,12577,202
2021-06-25,Sierra,61,0
2021-06-25,Siskiyou,1945,29
2021-06-25,Solano,33445,267
2021-06-25,Sonoma,30974,314
2021-06-25,Stanislaus,57004,1018
2021-06-25,Sutter,9629,114
2021-06-25,Tehama,5115,63
2021-06-25,Trinity,372,3
2021-06-25,Tulare,49792,850
2021-06-25,Tuolumne,4122,64
2021-06-25,Ventura,81432,1032
2021-06-25,Yolo,14182,213
2021-06-25,Yuba,6197,51
2021-06-24,Alameda,89348,1268
2021-06-24,Alpine,89,0
2021-06-24,Amador,3757,46
2021-06-24,Butte,12716,198
2021-06-24,Calaveras,2199,55
2021-06-24,Colusa,1962,15
2021-06-24,Contra Costa,70909,813
2021-06-24,Del Norte,1436,8
2021-06-24,El Dorado,10403,115
2021-06-24,Fresno,102679,1727
2021-06-24,Glenn,2433,20
2021-06-24,Humboldt,4510,49
2021-06-24,Imperial,28686,740
2021-06-24,Inyo,1410,35
2021-06-24,Kern,97320,1346
2021-06-24,Kings,23070,246
2021-06-24,Lake,3594,56
2021-06-24,Lassen,5264,20
2021-06-24,Los Angeles,1207806,24480
2021-06-24,Madera,16696,240
2021-06-24,Marin,14160,232
2021-06-24,Mariposa,441,5
2021-06-24,Mendocino,4167,49
2021-06-24,Merced,31252,466
2021-06-24,Modoc,413,3
2021-06-24,Mono,1254,3
2021-06-24,Monterey,43172,451
2021-06-24,Napa,10026,80
2021-06-24,Nevada,4960,72
2021-06-24,Orange,255691,5117
2021-06-24,Placer,23727,299
2021-06-24,Plumas,719,4
2021-06-24,Riverside,292531,4473
2021-06-24,Sacramento,108092,1672
2021-06-24,San Benito,6094,63
2021-06-24,San Bernardino,293864,4898
2021-06-24,San Diego,282626,3778
2021-06-24,San Francisco,37017,559
2021-06-24,San Joaquin,73839,1408
2021-06-24,San Luis Obispo,21342,256
2021-06-24,San Mateo,42707,542
2021-06-24,Santa Barbara,34614,454
2021-06-24,Santa Clara,118934,2103
2021-06-24,Santa Cruz,16258,208
2021-06-24,Shasta,12572,202
2021-06-24,Sierra,61,0
2021-06-24,Siskiyou,1945,28
2021-06-24,Solano,33423,267
2021-06-24,Sonoma,30945,314
2021-06-24,Stanislaus,56973,1018
2021-06-24,Sutter,9622,113
2021-06-24,Tehama,5112,63
2021-06-24,Trinity,371,3
2021-06-24,Tulare,49782,850
2021-06-24,Tuolumne,4120,64
2021-06-24,Ventura,81404,1032
2021-06-24,Yolo,14174,213
2021-06-24,Yuba,6192,51
2021-06-23,Alameda,89276,1266
2021-06-23,Alpine,89,0
2021-06-23,Amador,3755,46
2021-06-23,Butte,12709,198
2021-06-23,Calaveras,2198,55
2021-06-23,Colusa,1961,15
2021-06-23,Contra Costa,70844,813
2021-06-23,Del Norte,1432,8
2021-06-23,El Dorado,10394,115
2021-06-23,Fresno,102649,1724
2021-06-23,Glenn,2433,20
2021-06-23,Humboldt,4501,48
2021-06-23,Imperial,28679,740
2021-06-23,Inyo,1410,35
2021-06-23,Kern,97293,1345
2021-06-23,Kings,23063,245
2021-06-23,Lake,3585,53
2021-06-23,Lassen,5261,20
2021-06-23,Los Angeles,1207470,24472
2021-06-23,Madera,16691,240
2021-06-23,Marin,14154,230
2021-06-23,Mariposa,441,5
2021-06-23,Mendocino,4163,49
2021-06-23,Merced,31243,465
2021-06-23,Modoc,411,3
2021-06-23,Mono,1254,3
2021-06-23,Monterey,43163,439
2021-06-23,Napa,10017,80
2021-06-23,Nevada,4957,72
2021-06-23,Orange,255626,5116
2021-06-23,Placer,23699,299
2021-06-23,Plumas,718,4
2021-06-23,Riverside,292448,4462
2021-06-23,Sacramento,107998,1671
2021-06-23,San Benito,6090,63
2021-06-23,San Bernardino,293787,4886
2021-06-23,San Diego,282526,3777
2021-06-23,San Francisco,36993,559
2021-06-23,San Joaquin,73800,1405
2021-06-23,San Luis Obispo,21338,257
2021-06-23,San Mateo,42691,542
2021-06-23,Santa Barbara,34604,454
2021-06-23,Santa Clara,118905,2098
2021-06-23,Santa Cruz,16254,209
2021-06-23,Shasta,12565,202
2021-06-23,Sierra,61,0
2021-06-23,Siskiyou,1943,28
2021-06-23,Solano,33379,267
2021-06-23,Sonoma,30905,314
2021-06-23,Stanislaus,56940,1017
2021-06-23,Sutter,9616,113
2021-06-23,Tehama,5112,63
2021-06-23,Trinity,371,3
2021-06-23,Tulare,49776,850
2021-06-23,Tuolumne,4117,64
2021-06-23,Ventura,81381,1032
2021-06-23,Yolo,14164,212
2021-06-23,Yuba,6189,51
2021-06-22,Alameda,89207,1263
2021-06-22,Alpine,89,0
2021-06-22,Amador,3752,46
2021-06-22,Butte,12705,198
2021-06-22,Calaveras,2197,55
2021-06-22,Colusa,1960,15
2021-06-22,Contra Costa,70788,813
2021-06-22,Del Norte,1429,8
2021-06-22,El Dorado,10389,113
2021-06-22,Fresno,102631,1724
2021-06-22,Glenn,2432,19
2021-06-22,Humboldt,4491,42
2021-06-22,Imperial,28674,740
2021-06-22,Inyo,1410,35
2021-06-22,Kern,97279,1342
2021-06-22,Kings,23055,245
2021-06-22,Lake,3583,45
2021-06-22,Lassen,5256,20
2021-06-22,Los Angeles,1207158,24461
2021-06-22,Madera,16686,240
2021-06-22,Marin,14152,230
2021-06-22,Mariposa,441,5
2021-06-22,Mendocino,4157,49
2021-06-22,Merced,31232,464
2021-06-22,Modoc,410,3
2021-06-22,Mono,1254,3
2021-06-22,Monterey,43160,427
2021-06-22,Napa,10012,80
2021-06-22,Nevada,4951,72
2021-06-22,Orange,255559,5114
2021-06-22,Placer,23678,299
2021-06-22,Plumas,718,4
2021-06-22,Riverside,292387,4456
2021-06-22,Sacramento,107897,1670
2021-06-22,San Benito,6089,63
2021-06-22,San Bernardino,293708,4873
2021-06-22,San Diego,282422,3771
2021-06-22,San Francisco,36979,556
2021-06-22,San Joaquin,73770,1405
2021-06-22,San Luis Obispo,21335,257
2021-06-22,San Mateo,42678,542
2021-06-22,Santa Barbara,34593,454
2021-06-22,Santa Clara,118873,2095
2021-06-22,Santa Cruz,16249,209
2021-06-22,Shasta,12555,202
2021-06-22,Sierra,60,0
2021-06-22,Siskiyou,1943,28
2021-06-22,Solano,33361,267
2021-06-22,Sonoma,30865,314
2021-06-22,Stanislaus,56920,1017
2021-06-22,Sutter,9609,113
2021-06-22,Tehama,5110,63
2021-06-22,Trinity,369,3
2021-06-22,Tulare,49768,850
2021-06-22,Tuolumne,4115,64
2021-06-22,Ventura,81367,1032
2021-06-22,Yolo,14159,212
2021-06-22,Yuba,6185,51
2021-06-21,Alameda,89146,1262
2021-06-21,Alpine,89,0
2021-06-21,Amador,3746,46
2021-06-21,Butte,12699,195
2021-06-21,Calaveras,2196,55
2021-06-21,Colusa,1959,15
2021-06-21,Contra Costa,70718,813
2021-06-21,Del Norte,1425,8
2021-06-21,El Dorado,10383,113
2021-06-21,Fresno,102612,1724
2021-06-21,Glenn,2431,19
2021-06-21,Humboldt,4482,42
2021-06-21,Imperial,28670,740
2021-06-21,Inyo,1409,35
2021-06-21,Kern,97250,1342
2021-06-21,Kings,23048,245
2021-06-21,Lake,3577,45
2021-06-21,Lassen,5254,19
2021-06-21,Los Angeles,1206871,24459
2021-06-21,Madera,16677,240
2021-06-21,Marin,14148,230
2021-06-21,Mariposa,441,5
2021-06-21,Mendocino,4154,49
2021-06-21,Merced,31222,465
2021-06-21,Modoc,410,3
2021-06-21,Mono,1254,3
2021-06-21,Monterey,43157,427
2021-06-21,Napa,10008,80
2021-06-21,Nevada,4947,72
2021-06-21,Orange,255489,5113
2021-06-21,Placer,23653,298
2021-06-21,Plumas,716,4
2021-06-21,Riverside,292313,4456
2021-06-21,Sacramento,107786,1669
2021-06-21,San Benito,6085,63
2021-06-21,San Bernardino,293620,4850
2021-06-21,San Diego,282316,3771
2021-06-21,San Francisco,36963,556
2021-06-21,San Joaquin,73729,1405
2021-06-21,San Luis Obispo,21326,257
2021-06-21,San Mateo,42660,542
2021-06-21,Santa Barbara,34588,455
2021-06-21,Santa Clara,118840,2093
2021-06-21,Santa Cruz,16247,208
2021-06-21,Shasta,12542,201
2021-06-21,Sierra,60,0
2021-06-21,Siskiyou,1943,27
2021-06-21,Solano,33338,266
2021-06-21,Sonoma,30844,314
2021-06-21,Stanislaus,56890,1017
2021-06-21,Sutter,9608,113
2021-06-21,Tehama,5110,63
2021-06-21,Trinity,369,3
2021-06-21,Tulare,49760,849
2021-06-21,Tuolumne,4111,63
2021-06-21,Ventura,81339,1031
2021-06-21,Yolo,14153,212
2021-06-21,Yuba,6184,51
2021-06-20,Alameda,89083,1263
2021-06-20,Alpine,89,0
2021-06-20,Amador,3743,46
2021-06-20,Butte,12692,194
2021-06-20,Calaveras,2194,55
2021-06-20,Colusa,1959,15
2021-06-20,Contra Costa,70661,813
2021-06-20,Del Norte,1421,8
2021-06-20,El Dorado,10369,113
2021-06-20,Fresno,102572,1724
2021-06-20,Glenn,2431,19
2021-06-20,Humboldt,4476,42
2021-06-20,Imperial,28661,740
2021-06-20,Inyo,1408,35
2021-06-20,Kern,97229,1342
2021-06-20,Kings,23043,245
2021-06-20,Lake,3575,45
2021-06-20,Lassen,5251,19
2021-06-20,Los Angeles,1206575,24456
2021-06-20,Madera,16669,240
2021-06-20,Marin,14145,230
2021-06-20,Mariposa,439,5
2021-06-20,Mendocino,4147,49
2021-06-20,Merced,31210,465
2021-06-20,Modoc,410,3
2021-06-20,Mono,1254,3
2021-06-20,Monterey,43148,427
2021-06-20,Napa,10001,80
2021-06-20,Nevada,4940,72
2021-06-20,Orange,255427,5113
2021-06-20,Placer,23620,298
2021-06-20,Plumas,715,4
2021-06-20,Riverside,292238,4456
2021-06-20,Sacramento,107678,1669
2021-06-20,San Benito,6085,63
2021-06-20,San Bernardino,293522,4845
2021-06-20,San Diego,282210,3771
2021-06-20,San Francisco,36942,556
2021-06-20,San Joaquin,73686,1405
2021-06-20,San Luis Obispo,21324,257
2021-06-20,San Mateo,42632,542
2021-06-20,Santa Barbara,34579,455
2021-06-20,Santa Clara,118805,2093
2021-06-20,Santa Cruz,16240,208
2021-06-20,Shasta,12537,201
2021-06-20,Sierra,60,0
2021-06-20,Siskiyou,1942,27
2021-06-20,Solano,33316,266
2021-06-20,Sonoma,30798,314
2021-06-20,Stanislaus,56855,1017
2021-06-20,Sutter,9605,113
2021-06-20,Tehama,5106,63
2021-06-20,Trinity,369,3
2021-06-20,Tulare,49751,849
2021-06-20,Tuolumne,4108,63
2021-06-20,Ventura,81323,1031
2021-06-20,Yolo,14146,212
2021-06-20,Yuba,6177,51
2021-06-19,Alameda,89050,1263
2021-06-19,Alpine,89,0
2021-06-19,Amador,3741,46
2021-06-19,Butte,12688,194
2021-06-19,Calaveras,2194,55
2021-06-19,Colusa,1959,15
2021-06-19,Contra Costa,70627,813
2021-06-19,Del Norte,1420,8
2021-06-19,El Dorado,10368,113
2021-06-19,Fresno,102559,1724
2021-06-19,Glenn,2430,19
2021-06-19,Humboldt,4465,42
2021-06-19,Imperial,28660,740
2021-06-19,Inyo,1408,35
2021-06-19,Kern,97213,1342
2021-06-19,Kings,23040,245
2021-06-19,Lake,3571,45
2021-06-19,Lassen,5250,19
2021-06-19,Los Angeles,1206378,24454
2021-06-19,Madera,16667,240
2021-06-19,Marin,14137,230
2021-06-19,Mariposa,439,5
2021-06-19,Mendocino,4141,49
2021-06-19,Merced,31208,465
2021-06-19,Modoc,409,3
2021-06-19,Mono,1254,3
2021-06-19,Monterey,43142,427
2021-06-19,Napa,9997,80
2021-06-19,Nevada,4935,72
2021-06-19,Orange,255382,5112
2021-06-19,Placer,23603,298
2021-06-19,Plumas,714,4
2021-06-19,Riverside,292192,4456
2021-06-19,Sacramento,107635,1669
2021-06-19,San Benito,6084,63
2021-06-19,San Bernardino,293479,4844
2021-06-19,San Diego,282150,3771
2021-06-19,San Francisco,36930,556
2021-06-19,San Joaquin,73670,1405
2021-06-19,San Luis Obispo,21322,257
2021-06-19,San Mateo,42618,542
2021-06-19,Santa Barbara,34577,455
2021-06-19,Santa Clara,118782,2093
2021-06-19,Santa Cruz,16236,208
2021-06-19,Shasta,12535,201
2021-06-19,Sierra,60,0
2021-06-19,Siskiyou,1942,27
2021-06-19,Solano,33306,266
2021-06-19,Sonoma,30757,314
2021-06-19,Stanislaus,56836,1017
2021-06-19,Sutter,9602,113
2021-06-19,Tehama,5105,63
2021-06-19,Trinity,369,3
2021-06-19,Tulare,49744,849
2021-06-19,Tuolumne,4108,63
2021-06-19,Ventura,81310,1031
2021-06-19,Yolo,14142,212
2021-06-19,Yuba,6176,51
2021-06-18,Alameda,89013,1263
2021-06-18,Alpine,89,0
2021-06-18,Amador,3741,46
2021-06-18,Butte,12685,194
2021-06-18,Calaveras,2194,55
2021-06-18,Colusa,1958,15
2021-06-18,Contra Costa,70585,813
2021-06-18,Del Norte,1420,8
2021-06-18,El Dorado,10366,113
2021-06-18,Fresno,102543,1722
2021-06-18,Glenn,2429,19
2021-06-18,Humboldt,4457,42
2021-06-18,Imperial,28658,740
2021-06-18,Inyo,1408,35
2021-06-18,Kern,97202,1341
2021-06-18,Kings,23035,245
2021-06-18,Lake,3567,45
2021-06-18,Lassen,5249,19
2021-06-18,Los Angeles,1206223,24451
2021-06-18,Madera,16661,241
2021-06-18,Marin,14134,230
2021-06-18,Mariposa,439,5
2021-06-18,Mendocino,4136,49
2021-06-18,Merced,31206,464
2021-06-18,Modoc,409,3
2021-06-18,Mono,1253,3
2021-06-18,Monterey,43139,427
2021-06-18,Napa,9993,80
2021-06-18,Nevada,4927,72
2021-06-18,Orange,255346,5108
2021-06-18,Placer,23594,298
2021-06-18,Plumas,714,4
2021-06-18,Riverside,292143,4457
2021-06-18,Sacramento,107587,1669
2021-06-18,San Benito,6083,63
2021-06-18,San Bernardino,293437,4826
2021-06-18,San Diego,282074,3771
2021-06-18,San Francisco,36921,556
2021-06-18,San Joaquin,73652,1403
2021-06-18,San Luis Obispo,21318,257
2021-06-18,San Mateo,42607,542
2021-06-18,Santa Barbara,34567,455
2021-06-18,Santa Clara,118761,2093
2021-06-18,Santa Cruz,16232,208
2021-06-18,Shasta,12531,201
2021-06-18,Sierra,59,0
2021-06-18,Siskiyou,1942,27
2021-06-18,Solano,33292,266
2021-06-18,Sonoma,30740,313
2021-06-18,Stanislaus,56821,1012
2021-06-18,Sutter,9599,113
2021-06-18,Tehama,5103,63
2021-06-18,Trinity,369,3
2021-06-18,Tulare,49742,849
2021-06-18,Tuolumne,4106,63
2021-06-18,Ventura,81300,1031
2021-06-18,Yolo,14139,212
2021-06-18,Yuba,6170,51
2021-06-17,Alameda,88966,1262
2021-06-17,Alpine,89,0
2021-06-17,Amador,3739,46
2021-06-17,Butte,12675,194
2021-06-17,Calaveras,2193,55
2021-06-17,Colusa,1957,15
2021-06-17,Contra Costa,70546,810
2021-06-17,Del Norte,1418,8
2021-06-17,El Dorado,10356,113
2021-06-17,Fresno,102517,1722
2021-06-17,Glenn,2429,19
2021-06-17,Humboldt,4448,42
2021-06-17,Imperial,28650,741
2021-06-17,Inyo,1408,35
2021-06-17,Kern,97187,1340
2021-06-17,Kings,23031,245
2021-06-17,Lake,3564,45
2021-06-17,Lassen,5245,19
2021-06-17,Los Angeles,1206013,24444
2021-06-17,Madera,16656,241
2021-06-17,Marin,14134,229
2021-06-17,Mariposa,439,5
2021-06-17,Mendocino,4129,49
2021-06-17,Merced,31201,464
2021-06-17,Modoc,408,3
2021-06-17,Mono,1252,3
2021-06-17,Monterey,43132,416
2021-06-17,Napa,9993,80
2021-06-17,Nevada,4923,72
2021-06-17,Orange,255302,5109
2021-06-17,Placer,23578,298
2021-06-17,Plumas,713,4
2021-06-17,Riverside,292090,4458
2021-06-17,Sacramento,107523,1666
2021-06-17,San Benito,6083,63
2021-06-17,San Bernardino,293400,4811
2021-06-17,San Diego,281997,3771
2021-06-17,San Francisco,36910,556
2021-06-17,San Joaquin,73629,1403
2021-06-17,San Luis Obispo,21316,257
2021-06-17,San Mateo,42600,542
2021-06-17,Santa Barbara,34561,453
